?s	?ord	?t	?form	?lemma	?pos	?head	?rel	?ctsurn
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s630_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_7>	";"	";"	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1213>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s630_0>	"8"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_8>	"[0]"			<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_0>	"PRED"	
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s631_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_1>	"ὅσον"	"ὅσος"	"p-s---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_10>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:1214>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s631_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_2>	"γ'"	"γε"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_1>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:1214>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s631_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_3>	"ἂν"	"ἄν"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_10>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:1214>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s631_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_4>	"αὐτὸς"	"αὐτός"	"p-s---mn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_10>	"AtvV"	<urn:cts:greekLit:tlg0011.tlg001:1214>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s631_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_5>	"μὴ"	"μή"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_6>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:1214>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s631_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_6>	"ποτιψαύων"	"προσψαύω"	"v-sppamn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_10>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:1214>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s631_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_7>	"χεροῖν"	"χείρ"	"n-d---fd-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_6>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:1214>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s631_0>	"8"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_8>	"·"	"·"	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1214>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s631_0>	"9"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_9>	"[0]"			<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_0>	"PRED"	
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s631_0>	"10"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_10>	"[1]"			<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s631_9>	"ADV"	
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s632_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_1>	"τὰ"	"ὁ"	"l-p---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_3>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1215>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s632_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_2>	"δ'"	"δέ"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_5>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:1215>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s632_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_3>	"ἄλλα"	"ἄλλος"	"a-p---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_4>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:1215>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s632_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_4>	"πράξω"	"πράσσω"	"v1sfia---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_5>	"PRED_CO"	<urn:cts:greekLit:tlg0011.tlg001:1215>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s632_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_5>	"κοὐ"	"οὐ"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_0>	"COORD"	<urn:cts:greekLit:tlg0011.tlg001:1215>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s632_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_6>	"καμεῖ"	"κάμνω"	"v2sfim---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_5>	"PRED_CO"	<urn:cts:greekLit:tlg0011.tlg001:1215>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s632_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_7>	"τοὐμὸν"	"ἐμός"	"p-s---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_8>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1215>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s632_0>	"8"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_8>	"μέρος"	"μέρος"	"n-s---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_6>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:1215>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s632_0>	"9"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_9>	"."	"."	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s632_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1215>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s633_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s633_1>	"ἀλλ'"	"ἀλλά"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s633_2>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:1216>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s633_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s633_2>	"ἀρκέσει"	"ἀρκέω"	"v3sfia---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s633_0>	"PRED"	<urn:cts:greekLit:tlg0011.tlg001:1216>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s633_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s633_3>	"καὶ"	"καί"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s633_4>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:1216>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s633_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s633_4>	"ταῦτα"	"οὗτος"	"p-p---nn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s633_2>	"SBJ"	<urn:cts:greekLit:tlg0011.tlg001:1216>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s633_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s633_5>	"·"	"·"	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s633_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1216>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s634_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_1>	"πρόσνειμαι"	"προσνέμω"	"v2samm---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_2>	"PRED_CO"	<urn:cts:greekLit:tlg0011.tlg001:1216>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s634_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_2>	"δέ"	"δέ"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_0>	"COORD"	<urn:cts:greekLit:tlg0011.tlg001:1216>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s634_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_3>	"μοι"	"ἐγώ"	"p-s---md-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_1>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:1216>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s634_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_4>	"χάριν"	"χάρις"	"n-s---fa-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_1>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:1217>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s634_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_5>	"βραχεῖαν"	"βραχύς"	"a-s---fa-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_4>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1217>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s634_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_6>	"πρὸς"	"πρός"	"r--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_9>	"AuxP"	<urn:cts:greekLit:tlg0011.tlg001:1217>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s634_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_7>	"μακροῖς"	"μακρός"	"a-p---nd-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_6>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:1217>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s634_0>	"8"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_8>	"ἄλλοις"	"ἄλλος"	"a-p---nd-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_7>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1217>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s634_0>	"9"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_9>	"διδούς"	"δίδωμι"	"v-sppamn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_1>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:1217>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s634_0>	"10"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_10>	"."	"."	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s634_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1217>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s635_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_1>	"εἰ"	"εἰ"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_7>	"AuxC"	<urn:cts:greekLit:tlg0011.tlg001:1218>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s635_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_2>	"καὶ"	"καί"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_5>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:1218>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s635_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_3>	"μακρὰ"	"μακρός"	"a-p---nn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_5>	"PNOM"	<urn:cts:greekLit:tlg0011.tlg001:1218>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s635_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_4>	"κάρτ'"	"κάρτα"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_3>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:1218>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s635_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_5>	"ἐστίν"	"εἰμί"	"v3spia---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_1>	"PRED"	<urn:cts:greekLit:tlg0011.tlg001:1218>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s635_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_6>	","	","	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_1>	"AuxX"	<urn:cts:greekLit:tlg0011.tlg001:1218>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s635_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_7>	"ἐργασθήσεται"	"ἐργάζομαι"	"v3sfie---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_0>	"PRED"	<urn:cts:greekLit:tlg0011.tlg001:1218>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s635_0>	"8"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_8>	"."	"."	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s635_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1218>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s636_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_1>	"τὴν"	"ὁ"	"l-s---fa-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_5>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1219>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s636_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_2>	"Εὐρυτείαν"	"Εὐρύτειος"	"a-s---fa-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_5>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1219>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s636_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_3>	"οἶσθα"	"οἶδα"	"v2sria---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_0>	"PRED"	<urn:cts:greekLit:tlg0011.tlg001:1219>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s636_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_4>	"δῆτα"	"δῆτα"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_3>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:1219>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s636_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_5>	"παρθένον"	"παρθένος"	"n-s---fa-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_3>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:1219>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s636_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_6>	";"	";"	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s636_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1219>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s637_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s637_1>	"Ἰόλην"	"Ἰόλη"	"n-s---fa-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s637_2>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:1220>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s637_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s637_2>	"ἔλεξας"	"λέγω"	"v2saia---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s637_0>	"PRED"	<urn:cts:greekLit:tlg0011.tlg001:1220>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s637_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s637_3>	","	","	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s637_4>	"AuxX"	<urn:cts:greekLit:tlg0011.tlg001:1220>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s637_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s637_4>	"ὥς"	"ὡς"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s637_2>	"AuxC"	<urn:cts:greekLit:tlg0011.tlg001:1220>
